Date,CNP,F,WMT,GE,TSLA
2014-01-02,,,,,
2014-01-03,-0.00043808363098118974,0.004533580076309995,-0.00329482079658705,-0.0007270794946890868,-0.0035976547529251723
2014-01-06,0.001315193173281326,0.004513119487718376,-0.005594619940559542,-0.00800585444181312,-0.01711686302643578
2014-01-07,0.010507882466479268,-0.012836727778436696,0.0030686011315528283,0.001100618920123475,0.01605442857142858
2014-01-08,-0.010398615041805837,0.010402905527900241,-0.007903074857734005,-0.0029317012519939345,0.012854833872155691
2014-01-09,0.011383491436945725,0.019305333790359036,0.0033404415273048382,0.00036768704788170403,-0.024788471871949214
2014-01-10,0.012121068076315078,0.014519895072689692,-0.0006400002506622426,-0.009551944916713628,-0.012268677640267622
2014-01-13,-0.014542063744596545,0.002489155834881185,-0.007047903052708304,-0.008531198224835168,-0.043782630772834064
2014-01-14,0.00824623249718548,0.018001127299044573,0.006065557392237686,0.008978895560775024,0.15738487605525697
2014-01-15,0.009901119818619408,0.018292982029310734,-0.003848272443759959,0.013718791364810912,0.017734240274465574
2014-01-16,0.004262749341048977,0.0017963466863484268,-0.011589058538111319,-0.0051205524112378775,0.04167425694040516
2014-01-17,-0.005942456823062492,-0.012552399519712654,-0.0074256520901357925,-0.02279405884524799,-0.00561505524001249
2014-01-21,0.012382566915421833,-0.00665854807705335,-0.004593852923953423,-0.010910628352718499,0.039232975684753146
2014-01-22,0.003374020655091403,0.008531197965254034,-0.006461119317394459,-0.011411102950661167,0.010640735083117248
2014-01-23,-0.009247280776683242,-0.007250513241194412,-0.005175572370582082,-0.006541017310868091,0.016465065148578262
2014-01-24,-0.017819502566990608,-0.03651869782332362,-0.007204019529216454,-0.03369480698755589,-0.03801649586776856
2014-01-27,0.0012958773313802574,-0.007580446516654682,-0.0036280498671544814,0.004809667681458407,-0.02852239879075391
2014-01-28,0.006902641388733866,0.0006366477693189321,0.007012675311820704,0.015556336009716176,0.05164491367895652
2014-01-29,-0.008140649610471673,-0.021481338172490205,-0.007633376875859521,-0.006677092382395444,-0.017658980332465046
2014-01-30,0.017278811243028436,-0.0006555449809746428,0.008771799614462505,0.00830365945433531,0.04342863764032723
2014-01-31,-0.006369534892536999,-0.019016157206228956,-0.0009362618405089895,-0.014509775053014762,-0.007821002140034894
2014-02-03,-0.014957214496335802,-0.027406351524969952,-0.027048635214180328,-0.031038616442441214,-0.02370322972927119
2014-02-04,0.0004337640216018901,0.021993025474777772,0.0009635443345421546,0.009034990906580775,0.009146829602242335
2014-02-05,-0.0008671519039066267,-0.009415016411991162,0.0019246525339431386,-0.0020351347008031873,-0.024114575597036336
2014-02-06,0.006076160407858078,0.008146739453562368,-0.0006861972087738311,0.017536769948152786,0.02270385876280101
2014-02-07,0.006471412953051869,0.008080989477860179,0.012771253299494356,0.009619243833012492,0.04568894366832188
2014-02-10,0.0030002132302626716,-0.00868412511474903,0.0001355264724656191,-0.005557960506723081,0.053771506212252795
2014-02-11,0.006837744073896479,0.008086184812595043,0.0140999601105265,0.015169960775547775,0.0003052350458407904
2014-02-12,-0.0009435325768489822,0.002673939209645093,0.002138980423643133,-0.0015731555967448685,-0.0066116775153004514
2014-02-13,0.008583682934890424,0.005333041023291463,0.005335970613771446,0.0019693630058907896,0.02206634162162402
2014-02-14,0.023404220981874557,0.010610073717489676,0.005706103230553428,0.011792369943960823,-0.0070130189096574425
2014-02-18,0.0016633573752722342,0.009842681241941653,-0.006069393430010783,-0.0034964392825544977,0.02759421434887188
2014-02-19,0.0020753639206740893,-0.009097060154472647,-0.006371941800273118,-0.009746601970661462,-0.049386343388115095
2014-02-20,0.005799483192853616,0.0013117882347690735,-0.01776878611016175,-0.002382840134515396,0.08433176040245693
2014-02-21,0.008237322636815092,-0.007203767779200176,-0.005440695059356515,-0.007165459685992359,-0.0017621326772292445
2014-02-24,-0.004085035890120214,0.0013190874277837494,0.003145379968970019,0.014033583108721936,0.038406430198289154
2014-02-25,-0.007793021686126611,-0.0019761871078655124,0.0,-0.0007907954064400036,0.1394440929780132
2014-02-26,-0.026457389203391468,0.0072608286116655485,0.019495691646559843,0.001186997505956855,0.02016129032258074
2014-02-27,0.0004246807281391707,0.00851901314856729,-0.0029421207910563796,0.0079050532790792,-0.001818209486165956
2014-02-28,0.003820052729324841,0.0,0.00187763825425602,-0.0011762471757948978,-0.030608993483261848
2014-03-03,-0.0071882458250283054,-0.012345815562319062,-0.007764455401782722,-0.013741695954149757,0.023487602822495735
2014-03-04,0.005536503541698545,0.01118444255345108,0.01362677816784097,0.021098530782231784,0.017081729063551432
2014-03-05,-0.011859241984923163,0.01691584611131214,-0.004392340906430592,0.010916283529815995,-0.008554355808418568
2014-03-06,-0.003429128954756111,0.0025592387738446742,0.001069497646116302,0.011184000039812458,0.0011082007265383886
2014-03-07,-0.0025803024295150134,-0.003190862558570151,0.002419312496523718,-0.003432446366190778,-0.026607080520225534
2014-03-10,-0.004312172800343017,-0.007042274097488033,-0.0020110476863980375,-0.0034443119533207334,-0.02993384017896561
2014-03-11,0.009527620356557076,-0.01353953985112688,0.006583107867400573,-0.005376307394026503,-0.018547948727984265
2014-03-12,0.004719129530287969,0.006535973532012074,0.008142054152629363,-0.00540545572460116,0.03020349336285122
2014-03-13,0.02220325172409332,-0.014285914527846999,-0.007943905161152842,-0.016304456486991636,-0.015321594779874825
2014-03-14,-0.0016708025053696618,-0.006587561218530658,-0.008674950450480834,-0.009076293775235778,-0.02868073594669751
2014-03-17,0.014644223948721002,0.013262735290795247,0.005385128619440405,0.012743786403364155,0.013031973792994922
2014-03-18,-0.008247511985204015,0.01374334011430789,0.0012053504188007658,0.00865099403349312,0.025899637163854017
2014-03-19,-0.00748444498766887,-0.0006455724456589929,-0.005216231894955903,-0.014424742210899288,-0.0174970718316928
2014-03-20,-0.0071219463036689135,0.0045221653994425015,0.01344451256737278,-0.00039550934578314045,-0.003943317570273219
2014-03-21,0.0008440357020471634,-0.005144809515605031,0.009551688891173304,0.005144238181784333,-0.02562685665783737
2014-03-24,-0.007588520494275164,-0.005171255994234958,0.008672759263350205,0.000393774547404524,-0.03809690697757406
2014-03-25,-0.006372214072986049,-0.003898682816990018,0.0014330987212658464,0.011412962324782283,0.0012263432913326433
2014-03-26,-0.004702837477446931,-0.0052187234850604725,-0.008325832819398915,-0.003112762352069698,-0.033932112738775944
2014-03-27,0.004725058660398185,0.0,-0.0011806243146130768,0.007416098845618446,-0.02648384586125596
2014-03-28,0.006413079588994286,0.013114889613400127,-0.0017070813951508557,0.002711844961094778,0.024358420941014147
2014-03-31,0.006372013311679359,0.00970873708895481,0.005525437860340654,0.0003864274097096221,-0.018458342008248474
2014-04-01,0.005487625002400076,0.04615377924847941,0.0044484740447821025,-0.0007724688397928725,0.040873130835305194
2014-04-02,0.0062971116525705195,0.008578587444852959,0.005340485782586946,0.006571367364222924,0.06139093855652433
2014-04-03,-0.004171853408684534,-0.004252773145315136,0.0036280379618811587,0.0072964420173204925,-0.021234092442740327
2014-04-04,-0.0029324671321246942,-0.015863424558027472,-0.0019365897773758745,-0.008006131753908852,-0.05842945142225686
2014-04-07,-0.017226926632056272,-0.011779272429532917,0.0,-0.006533310810425741,-0.022192866648312992
2014-04-08,0.01282595712918333,0.010037867576076609,0.011253597745104038,-0.003868407752299352,0.038261386116781315
2014-04-09,0.0071761595302803904,-0.016149314060017073,-0.0026862478788772792,0.007766816930423914,0.006822546886857017
2014-04-10,0.004191085865044464,-0.013257544195837467,-0.013851509122599803,-0.014258154382307264,-0.05872858254321722
2014-04-11,0.0016693586928846482,0.0,-0.005072066400552244,-0.005863947825710536,-0.00200794845968999
2014-04-14,0.002083343794357484,0.004478766501995857,0.011503348895972598,0.011010631209064758,-0.027922283972530715
2014-04-15,0.017047755093900108,0.008916964655677706,-0.006462019945463693,0.004278499319159579,-0.02110147955174868
2014-04-16,0.0098123740420335,0.01452047152401792,0.004422767857733323,0.01161910229781471,0.026816548361269676
2014-04-17,-0.003643980768567645,-0.0043561359097209484,0.005697945806757199,0.01684514236575807,-0.004972156069649292
2014-04-21,-0.0085331584044821,-0.0012499124991867117,-0.0007727320770298807,0.001129388548187782,0.03159706318385491
2014-04-22,0.006147571346158287,0.007509477931269437,-0.0005155246219896714,-0.00037593882537489964,0.06977196228173099
2014-04-23,0.0028512415745538533,0.008074312265325512,0.006188973383943974,-0.006019625586621946,-0.04871018134243599
2014-04-24,-0.00243691125134049,0.005545240568880505,0.0034595976573577047,0.0015140737869221432,-0.000625049266189448
2014-04-25,0.012215043062212105,-0.0330880382817792,0.00395874649210004,0.005290883290202331,-0.03853552853586295
2014-04-28,-0.001609255808654897,0.012040690523861697,0.014500287153324853,0.006766993091173346,-0.006705083611556195
2014-04-29,-0.009266767144866406,0.00939245338105632,-0.0011285800870888263,-0.0007467967268594,0.042365640077719924
2014-04-30,0.0069134146323883705,0.009690483918928017,0.0005019082110220285,0.00485793341833074,0.004687806927196947
2014-05-01,-0.000807806245603282,-0.014860743291044143,-0.00012512990927315837,-0.004462619186854644,-0.0007696522236261272
2014-05-02,-0.018188925993617322,-0.0006285029229615713,-0.007277451913099031,-0.0033619252870161764,0.015308371738475435
2014-05-05,0.007410493023089382,-0.010062755879582275,-0.006319476316534622,-0.0037481062820607924,0.0270257308420514
2014-05-06,-0.008990692427537694,-0.011435859445645291,-0.007758860359713182,-0.014672749533008567,-0.04307281269067531
2014-05-07,0.010721702243677633,-0.006426794364054245,0.005546313195464281,0.012982021296311652,-0.028608611677965134
2014-05-08,-0.006120125448038194,0.022638922007214513,0.009363625031085343,-0.003392253250013466,-0.11303704654471192
2014-05-09,-0.01683080967300743,-0.002529913243639159,0.006481233145093412,-0.0007565283913489873,0.020549857675118632
2014-05-12,-0.009185800194453364,0.004438655003170977,-0.0006313781839534238,0.01627555414569337,0.013222885252465844
2014-05-13,-0.0025286069604677497,0.0012626381650369112,-0.00012639149101767444,0.002607058560462727,0.029728738070382343
2014-05-14,0.011437550367035199,-0.006935636805810441,-0.005054244887387926,-0.005943471925622612,0.0024189681863908685
2014-05-15,-0.006329167959437276,-0.003809404062675159,-0.024257060368048755,-0.005979177191413609,-0.010649454691256333
2014-05-16,0.01401256126311301,0.00446144264519166,0.0023428876431124124,0.0026315611417315754,0.015748459955426286
2014-05-19,-0.015493930344388951,0.010152145106130162,-0.005194252200213079,-0.002249588401676883,0.023647933009479205
2014-05-20,0.005529658953205896,-0.009422006726369503,-0.012008626812516798,-0.011649936898603275,-0.004028726687311357
2014-05-21,0.0016920616925693022,0.00887754283956732,-0.00039640593883427666,0.0072243538622831505,0.02124932891066056
2014-05-22,0.014780431457136922,0.0,-0.003568632784710868,0.0007549296689455254,0.027224908907870438
2014-05-23,-0.006658351130032214,0.006914147577717467,0.002918010758953704,0.0,0.011811782218572153
2014-05-27,0.0037703569040581364,0.008738697207476553,-0.0002645309361898329,0.0022634648296377957,0.020549903224072796
2014-05-28,0.0020867314476988863,0.009282303963606742,-0.0007935412731687741,0.0033873592805508945,-0.006239331690672589
2014-05-29,0.0020825322063988683,0.01410194731922143,0.005957652911962041,0.0030007598386709855,0.0
2014-05-30,0.002493786800673359,-0.006046004690139606,0.010397554241747597,0.0018697845150601466,-0.011748482407046956
2014-06-02,-0.001658485847323976,0.0,-0.00013020970056254466,0.0014931204616275284,-0.014775987586735595
2014-06-03,-0.0024916672021669806,0.006691022111231737,-0.0006514480511813359,-0.0014908943767275584,0.0011724719272956374
2014-06-04,-0.0033306351038742132,0.014501570138794717,0.00547518960888671,-0.008958807274857539,-0.004635488390402176
2014-06-05,0.006683481753910536,-0.006551615145605871,0.002463590458511078,0.008286484057702825,0.014265350893049922
2014-06-06,-0.0020747065175972246,0.023980816931395976,-0.0014228565699955231,0.01531577099330117,0.006138250540500323
2014-06-09,-0.004989355904567172,-0.004683955705035103,-0.002590292104202141,0.009565814743653922,-0.013738771328613786
2014-06-10,-0.0016717025138831554,0.000588492784591832,-0.005064448304493263,-0.001093334073663299,-0.014660732693592471
2014-06-11,-0.00334885669220808,-0.006467166895933962,-0.006003479888072261,-0.009485589125689753,0.01072663355323833
2014-06-12,0.005880080603716253,-0.022485058314686168,-0.005645967123285689,-0.006998217654600292,-0.004646143665837821
2014-06-13,0.0025050938666686395,0.0024212560214675882,-0.005942252809218229,0.002967368892888178,0.014249184075291188
2014-06-16,0.02582269789122127,0.004227203679821878,0.0007968235714239658,-0.008136320425370491,0.08812132146227425
2014-06-17,-0.006090185460749575,0.009621255432232356,-0.004645678190284608,0.0018646298954447804,0.03143224686598001
2014-06-18,0.011846553753706024,0.0023821735651703424,0.009468330502004685,0.000744211048243848,-0.019640018298787143
2014-06-19,0.008074256452622164,-0.002970876724978644,0.0022457087034373213,0.009748877273173528,0.002949973647190296
2014-06-20,-0.015618732924102763,-0.006555520795776926,-0.00250428668237368,0.0014852121215254144,0.007902028426683305
2014-06-23,0.00122041952968166,0.012597709487341735,0.0014532403873617206,-0.010752589251565192,0.033233177111079204
2014-06-24,0.006095087335559635,0.005331621382954621,0.0023750518111185226,-0.0037482434382595242,-0.019897146025220525
2014-06-25,0.012116041189400573,0.013553419930417254,-0.004606805136719627,-0.006019372859327743,0.018881716129032222
2014-06-26,0.003990784516071599,0.0,-0.009389008273338773,-0.004920732393176475,-0.005445535925727274
2014-06-27,0.007948866705529412,0.004651063499732988,0.005739753226222444,0.005325258315725279,0.014685873989324083
2014-06-30,0.007097945252262594,-0.0023146947988498257,-0.0035833540826861743,-0.00567531378890529,0.004183050315260228
2014-07-01,-0.006264735925123666,-0.001740190767844929,0.002797188249477278,0.004566310701282994,-0.001416300103443513
2014-07-02,-0.018518492063144598,0.0005811695931385863,0.004516695189154429,0.007954475480058232,-0.04292511245233954
2014-07-03,-0.005620092789564879,0.005807040946525843,0.0017188746609475558,0.009394900387366123,-0.0007845225362492769
2014-07-07,0.00040376476289982755,0.0,0.004224425919908903,-0.004095333238619658,-0.02874589312977094
